FID,the_geom,id,osm_id,name,type,ref
osm_transport_points.297,POINT (88.93560933698035 26.396069575304352),297,1132413811,Burimari,station,
osm_transport_points.298,POINT (89.51048224995486 26.39461724294148),298,1132417096,New Baneshwar,station,
osm_transport_points.299,POINT (89.53317725862553 26.521007038885557),299,1132417002,,station,
osm_transport_points.300,POINT (88.11241525023473 26.52682852209665),300,1133013788,Galgalia,station,GAGA
osm_transport_points.301,POINT (89.46991383859506 26.352737147554052),301,1132413895,New Cooch Behar Junction,station,NGBR
osm_transport_points.302,POINT (89.52783446590468 26.501589521993793),302,1132437231,Alipur Duar Court,station,
osm_transport_points.303,POINT (90.67988095663674 26.078263094777043),303,1133639881,Krishnai,station,KRNI
osm_transport_points.304,POINT (88.98568844241407 24.805347716264208),304,1133342959,Santahar Junction,station,
osm_transport_points.305,POINT (90.39840994254757 24.75694406945584),305,1133342997,Aqua Rail Crossing,level_crossing,
osm_transport_points.306,POINT (90.40218263716599 24.755892475883712),306,1133343131,,crossing,
osm_transport_points.307,POINT (90.55529427570337 26.158621154872833),307,1133639965,Pancharatna Rly Stn,station,
osm_transport_points.308,POINT (90.70489649520101 26.497836943943014),308,1133036769,Bijni,station,BJF
osm_transport_points.309,POINT (90.40682847463796 24.757452180426213),309,1167542625,Ganginar Par Traffic Mor,turning_circle,
osm_transport_points.310,POINT (91.84165565183008 22.348445180053034),310,1143315174,,turning_circle,
osm_transport_points.311,POINT (90.41010303275078 24.753272795865854),311,1167590094,Mymensingh Junction,station,
osm_transport_points.312,POINT (90.39566218704925 24.758605278845806),312,1167590136,,level_crossing,
osm_transport_points.313,POINT (88.34604177427622 22.575436421904328),313,1174832977,,level_crossing,
osm_transport_points.314,POINT (88.10885713233756 24.342523917275173),314,1175313559,,station,
osm_transport_points.315,POINT (88.25524128774981 24.239839568429318),315,1175313407,,station,
osm_transport_points.316,POINT (88.37123894868228 22.510411880198063),316,1174719902,,crossing,
osm_transport_points.317,POINT (88.25981328065484 24.23006618550997),317,1175313367,,station,
osm_transport_points.318,POINT (88.2252544424133 24.26211196154199),318,1175313731,,station,
osm_transport_points.319,POINT (88.27713314245835 24.24426663822848),319,1175313808,Jiaganj,station,JJG
osm_transport_points.320,POINT (88.30754427973352 24.335060922146567),320,1175314064,Bhagwangola,station,BQG
osm_transport_points.321,POINT (88.35124173936703 22.590187984756483),321,1174795895,Barabazar,station,
osm_transport_points.322,POINT (88.25799725751324 24.42136787038166),322,1175314300,Lalgola,station,LGL
osm_transport_points.323,POINT (88.25811845983316 24.400064592913935),323,1175314069,,level_crossing,
osm_transport_points.324,POINT (88.28160849201981 24.17687915419856),324,1175314598,Murshidabad,station,MBB
osm_transport_points.325,POINT (88.25508949148332 24.41191526289677),325,1175314421,,level_crossing,
osm_transport_points.326,POINT (88.20473026284554 22.821676872031645),326,1175349049,Kamarkundu,station,
osm_transport_points.327,POINT (88.01719364506039 24.305311033212803),327,1175314433,,station,
osm_transport_points.328,POINT (88.29909297440167 22.91450904806831),328,1179934292,kaswara,bus_stop,
osm_transport_points.329,POINT (88.35493354861978 22.59752885555585),329,1177499034,Shobha Bazar Aharitola,station,
osm_transport_points.330,POINT (90.40350496621068 24.75586632434579),330,1182107587,,crossing,
osm_transport_points.331,POINT (88.33832103562503 22.563915244535224),331,1187083591,Eden Gardens,station,EDG
osm_transport_points.332,POINT (88.34662817222227 22.576842067066536),332,1187133856,BBD Bagh,station,
osm_transport_points.333,POINT (88.36496341777627 22.60489269276991),333,1191386032,,station,
osm_transport_points.334,POINT (90.41516084076375 23.818570479346533),334,1210691293,,level_crossing,
osm_transport_points.335,POINT (90.40819598214074 23.852020391798163),335,1210691245,Dhaka Bimanbander,station,
osm_transport_points.336,POINT (88.37295195823384 22.600040157565672),336,1210706867,Shyambazar,tram_stop,
osm_transport_points.337,POINT (90.4204156235013 23.828889188886336),337,1210691313,,level_crossing,
osm_transport_points.338,POINT (92.0354111388558 24.151187950419484),338,1210735250,Kumarghat,station,KUGT
osm_transport_points.339,POINT (91.8609877571285 23.931022259960457),339,1210735993,Ambassa,station,ABSA
osm_transport_points.340,POINT (91.7100138391765 23.883496617509536),340,1210736286,Mungiakami,station,MGKM
osm_transport_points.341,POINT (91.81483247202743 22.45340312013468),341,1211336476,,crossing,
osm_transport_points.342,POINT (91.81577443030608 22.342188173153033),342,1213696831,Tigerpass Bus Stop,bus_stop,
osm_transport_points.343,POINT (91.80367557217028 22.509251154246584),343,1215635538,,crossing,
osm_transport_points.344,POINT (91.8739304214568 22.396410537144448),344,1212463433,,level_crossing,
osm_transport_points.345,POINT (91.76304463181276 22.36550612486758),345,1215523955,,level_crossing,
osm_transport_points.346,POINT (91.85980959681842 22.391028265659628),346,1212463480,,crossing,
osm_transport_points.347,POINT (90.40068495870696 23.79411937814197),347,1255160752,বনানী বাস স্টেশন,bus_stop,
osm_transport_points.348,POINT (88.32229148399603 22.518871567433024),348,1272961960,Majherhat,station,MJT
osm_transport_points.349,POINT (88.32249055419635 22.513110853019924),349,1272967204,Taratalla,bus_stop,
osm_transport_points.350,POINT (88.3177765718516 22.499404597312548),350,1272967207,Behala Tram Depot,bus_stop,
osm_transport_points.351,POINT (91.77060619812266 22.33268879464842),351,1274052649,,crossing,
osm_transport_points.352,POINT (91.77857093397523 22.333272761842522),352,1274058921,,helipad,
osm_transport_points.353,POINT (91.77032615873765 22.333883718764838),353,1274052682,,crossing,
osm_transport_points.354,POINT (91.77220848273333 22.331236378466514),354,1274065100,,crossing,
osm_transport_points.355,POINT (88.32723605249708 22.53330595906911),355,1274128854,Ekbalpore,bus_stop,
osm_transport_points.356,POINT (88.3161134346239 22.494052416860114),356,1274128859,Behala Manton,bus_stop,
osm_transport_points.357,POINT (88.32609879587449 22.527052724025538),357,1274128863,Mominpore,bus_stop,
osm_transport_points.358,POINT (88.37385971834749 22.54056569304575),358,1274128857,Park Circus,station,PQS
osm_transport_points.359,POINT (88.31843429979364 22.50221563617984),359,1274128861,14 No Bus Stop,bus_stop,
osm_transport_points.360,POINT (88.31298815820662 22.4869205907259),360,1274128865,Behala Chowrashta,bus_stop,
osm_transport_points.361,POINT (88.31056344125659 22.481468246530568),361,1274128866,Behala Shakherbajar,bus_stop,
osm_transport_points.362,POINT (88.38647406352851 25.640362968693495),362,1278478132,Dalimgaon,station,DLX
osm_transport_points.363,POINT (88.43633012651873 25.64175578954385),363,1278479102,,level_crossing,
osm_transport_points.364,POINT (88.37424729755026 22.54319224622421),364,1285015463,,level_crossing,
osm_transport_points.365,POINT (91.83333828931097 26.181924689713895),365,1299581342,,station,
osm_transport_points.366,POINT (91.96652044431079 22.459268775975517),366,1314510285,"PAHARTALI,RANGUNIA",bus_stop,
osm_transport_points.367,POINT (88.04276976530889 23.13514613676182),367,1324261925,Masagram Junction,station,MSAE
osm_transport_points.368,POINT (91.69120225006515 26.156818961871494),368,1299581864,Kamakhya Junction,station,KYQ
osm_transport_points.369,POINT (88.03556107712257 23.145214143577732),369,1324261995,,level_crossing,
osm_transport_points.370,POINT (88.38187399124786 22.510784958708314),370,1327779115,Haltu,bus_stop,
osm_transport_points.371,POINT (90.49512537050549 26.46929186977141),371,1334498773,Dangtal,station,DTX
osm_transport_points.372,POINT (88.36028765690992 22.509286525877997),372,1331093694,,crossing,
osm_transport_points.373,POINT (90.3538279406722 26.442496266430197),373,1334517927,Salakati,station,SLKX
osm_transport_points.374,POINT (90.41948154421164 26.46004453509522),374,1334500301,Basugaon,station,BSGN
osm_transport_points.375,POINT (88.3711849692258 22.50940848256917),375,1341614569,Dhakuria,station,DHK
osm_transport_points.376,POINT (88.36779306446857 22.50292315262672),376,1335880588,Jadavpur Thana,bus_stop,
osm_transport_points.377,POINT (89.49724085459746 26.401131322811807),377,1349065778,,level_crossing,
osm_transport_points.378,POINT (88.47094017818864 23.397791899237433),378,1352836498,,bus_stop,
osm_transport_points.379,POINT (88.24251982184626 23.99593087994583),379,1350983247,,level_crossing,
osm_transport_points.380,POINT (88.40921148462922 23.57755648112402),380,1351313634,,level_crossing,
osm_transport_points.381,POINT (88.25618324602846 22.208804936296133),381,1352058404,,level_crossing,
osm_transport_points.382,POINT (91.85589717587413 22.382237325611243),382,1358194906,Moulovi Pukur Par,bus_stop,
osm_transport_points.383,POINT (91.86207539288432 22.4080998554912),383,1357515952,KUYAISH,motorway_junction,
osm_transport_points.384,POINT (91.86621638832816 22.418642529483805),384,1358889521,Naju Mia Hat,motorway_junction,
osm_transport_points.385,POINT (91.86496907731691 22.393386681755572),385,1358194365,Bahir Signal,motorway_junction,
osm_transport_points.386,POINT (91.85079905090691 22.37529182918459),386,1358195681,Bahaddarhat Bus Terminal,bus_stop,
osm_transport_points.387,POINT (91.90925762876219 22.441345668600547),387,1358922133,NOA PARA,motorway_junction,
osm_transport_points.388,POINT (91.94892439879766 22.453030879814747),388,1358939466,GOSCHI NOYA HAT,bus_stop,
osm_transport_points.389,POINT (91.8708602979624 22.431811589016803),389,1358890646,Modhuna Ghat,motorway_junction,
osm_transport_points.390,POINT (91.94597748927987 22.451588019002457),390,1358934966,NOYA HAT,bus_stop,
osm_transport_points.391,POINT (91.8293194181964 22.368658223375007),391,1358979514,SHOLO SHOHOR,motorway_junction,
osm_transport_points.392,POINT (91.822881781283 22.366412962971907),392,1358980769,2 NO. GATE,motorway_junction,
osm_transport_points.393,POINT (88.12621714345732 26.43463186195862),393,1359840411,,level_crossing,
osm_transport_points.394,POINT (88.09365965223657 22.15039338091765),394,1362316063,,level_crossing,
osm_transport_points.395,POINT (90.96980486861929 26.502205759515107),395,1403967928,Barpeta Road,station,BPRD
osm_transport_points.396,POINT (87.98051938209596 24.635834453415924),396,1403967930,Dhulian,station,
osm_transport_points.397,POINT (87.9857159944255 24.634953431573365),397,1403968583,,level_crossing,
osm_transport_points.398,POINT (90.88871867259485 26.494587531539736),398,1403967947,Sorbogh,station,
osm_transport_points.399,POINT (91.17428508457459 26.497206624824372),399,1403967944,Pathsala,station,PBL
osm_transport_points.400,POINT (88.0366018580396 24.573624638614376),400,1403968339,,level_crossing,
osm_transport_points.401,POINT (88.00992024858158 24.623742384621693),401,1403968473,,station,
osm_transport_points.402,POINT (88.54044769698822 26.330084048399243),402,1412090860,Panchagarh,station,
osm_transport_points.403,POINT (88.90481673929179 25.739580059472587),403,1412092596,,level_crossing,
osm_transport_points.404,POINT (88.35782656250012 25.859261985944954),404,1412090871,Pirganj,station,
osm_transport_points.405,POINT (88.99458465916626 25.396459560809006),405,1412092506,Birampur,station,
osm_transport_points.406,POINT (88.89003969545399 25.792562991441713),406,1412090876,Saidpur,station,
osm_transport_points.407,POINT (88.80658334866916 25.652795761851735),407,1412092550,,level_crossing,
osm_transport_points.408,POINT (88.01971249078304 22.57463268120901),408,1420381463,Amta,station,Amta
osm_transport_points.409,POINT (88.39899235209913 25.82426779165263),409,1412092680,,level_crossing,
osm_transport_points.410,POINT (88.04348775913473 22.57513584685651),410,1420381722,,station,
osm_transport_points.411,POINT (88.07863718627385 22.616091585961982),411,1420381895,,station,
osm_transport_points.412,POINT (88.0576405188242 22.588236761516725),412,1420381886,,station,
osm_transport_points.413,POINT (88.22201953070254 22.6358784933266),413,1420381931,,station,
osm_transport_points.414,POINT (88.09494149668888 22.648593672802747),414,1420381941,,station,
osm_transport_points.415,POINT (88.83597499506129 25.949069216945304),415,1412092716,Nilphamari,station,
osm_transport_points.416,POINT (88.25225448037293 22.627665988416226),416,1420381922,,station,
osm_transport_points.417,POINT (88.20929923826543 22.64323855868423),417,1420381935,,station,
osm_transport_points.418,POINT (88.26607808272479 22.62227072498149),418,1420381909,Dansi,station,DNI
osm_transport_points.419,POINT (88.13847735322923 22.666853145952075),419,1420381966,Bargachia,station,BAC
osm_transport_points.420,POINT (88.56899838703492 23.174847356419292),420,1420382026,Ranaghat,station,
osm_transport_points.421,POINT (88.1138593683325 22.65927582166418),421,1420381949,,station,
osm_transport_points.422,POINT (88.20446723872396 22.820796939836498),422,1420381974,Kamarkundu,station,KQU
osm_transport_points.423,POINT (88.1628320625473 25.011352684225756),423,1429898283,Malda Court,station,MLFC
osm_transport_points.424,POINT (88.14358209989996 25.05306941632034),424,1429898285,Old Malda,station,OMLF
osm_transport_points.425,POINT (88.30803906347785 23.682793873857463),425,1429898320,,level_crossing,
osm_transport_points.426,POINT (88.51401729316825 23.34714776971083),426,1429898293,Jalal Khali,station,JKL
osm_transport_points.427,POINT (88.28504448558772 23.778023274201757),427,1429898324,Plassey,station,PLY
